CustomerID,Gender,CityTier,MaritalStatus,NumberOfAddress
52081,Male,1,Single,3
52082,Male,1,Single,8
52083,Female,1,Single,7
52084,Female,1,Married,2
52085,Female,1,Married,1
52086,Male,1,Married,2
52087,Male,3,Married,7
52088,Male,1,Married,5
52089,Female,1,Single,4
52090,Female,1,Married,6
52091,Male,1,Married,4
52092,Female,1,Married,2
52093,Male,3,Single,9
52094,Male,3,Single,9
52095,Female,3,Married,2
52096,Female,3,Married,4
52097,Female,3,Married,1
52098,Female,1,Single,2
52099,Female,1,Single,2
52100,Female,3,Single,1
52101,Female,3,Married,4
52102,Female,1,Single,10
52103,Male,3,Married,1
52104,Male,3,Married,4
52105,Male,2,Single,2
52106,Female,3,Married,3
52107,Male,1,Married,8
52108,Male,1,Married,7
52109,Female,3,Married,2
52110,Male,3,Married,2
52111,Male,1,Married,4
52112,Male,1,Married,3
52113,Female,1,Single,4
52114,Male,3,Married,2
52115,Female,1,Married,2
52116,Male,1,Married,10
52117,Female,3,Married,7
52118,Female,1,Married,3
52119,Female,1,Single,1
52120,Male,1,Single,8
52121,Male,3,Married,6
52122,Female,3,Single,2
52123,Female,1,Single,2
52124,Female,1,Married,9
52125,Male,1,Married,10
52126,Male,1,Single,2
52127,Male,1,Married,2
52128,Male,1,Married,1
52129,Female,1,Married,2
52130,Female,1,Married,1
52131,Male,1,Married,5
52132,Male,1,Married,2
52133,Male,1,Married,4
52134,Female,1,Single,4
52135,Male,2,Married,10
52136,Male,1,Married,5
52137,Male,3,Single,1
52138,Female,1,Single,2
52139,Male,1,Married,2
52140,Male,1,Single,1
52141,Female,3,Married,3
52142,Male,1,Married,2
52143,Male,1,Married,2
52144,Male,1,Single,5
52145,Male,1,Married,1
52146,Male,1,Married,2
52147,Male,3,Single,4
52148,Female,3,Married,1
52149,Male,1,Married,4
52150,Male,1,Single,3
52151,Female,3,Married,2
52152,Male,1,Single,8
52153,Male,3,Married,1
52154,Female,1,Married,5
52155,Female,1,Married,1
52156,Male,3,Married,4
52157,Male,3,Single,8
52158,Female,1,Married,9
52159,Male,1,Married,8
52160,Male,1,Single,2
52161,Female,1,Single,2
52162,Male,1,Single,10
52163,Male,1,Single,3
52164,Male,3,Married,1
52165,Male,1,Married,1
52166,Male,3,Married,2
52167,Male,3,Married,7
52168,Male,1,Single,3
52169,Female,1,Married,1
52170,Male,1,Single,5
52171,Male,1,Married,2
52172,Male,2,Married,2
52173,Male,1,Married,2
52174,Male,1,Single,2
52175,Female,3,Single,4
52176,Male,1,Married,4
52177,Male,1,Married,2
52178,Female,1,Married,8
52179,Male,1,Married,2
52180,Female,3,Married,2
52181,Male,2,Single,2
52182,Female,3,Married,2
52183,Female,1,Single,10
52184,Male,3,Single,1
52185,Male,3,Single,8
52186,Male,1,Married,7
52187,Male,1,Single,9
52188,Female,1,Married,2
52189,Male,1,Married,2
52190,Male,3,Married,2
52191,Female,1,Married,4
52192,Male,1,Married,3
52193,Male,1,Single,1
52194,Male,1,Married,2
52195,Female,3,Single,9
52196,Female,3,Married,2
52197,Female,1,Married,5
52198,Female,1,Married,2
52199,Male,1,Single,2
52200,Female,1,Married,5
52201,Female,1,Married,2
52202,Male,1,Single,2
52203,Male,1,Single,2
52204,Female,1,Married,4
52205,Female,1,Married,1
52206,Male,1,Married,1
52207,Female,3,Married,9
52208,Male,1,Single,3
52209,Male,2,Married,2
52210,Male,1,Married,7
52211,Male,3,Married,9
52212,Male,3,Married,6
52213,Female,1,Married,3
52214,Male,1,Married,2
52215,Male,1,Married,6
52216,Male,3,Married,4
52217,Female,1,Married,2
52218,Female,3,Married,2
52219,Male,1,Married,2
52220,Male,1,Married,2
52221,Male,1,Single,2
52222,Male,3,Single,2
52223,Male,1,Married,3
52224,Male,2,Married,8
52225,Male,3,Married,1
52226,Female,1,Married,2
52227,Female,1,Single,5
52228,Female,1,Married,3
52229,Male,1,Married,1
52230,Female,3,Married,8
52231,Male,3,Single,1
52232,Male,1,Married,1
52233,Female,1,Married,4
52234,Female,3,Married,5
52235,Male,1,Married,2
52236,Female,1,Married,8
52237,Female,1,Married,2
52238,Female,1,Single,2
52239,Female,1,Married,2
52240,Male,1,Married,4
52241,Male,1,Married,2
52242,Female,1,Single,2
52243,Female,3,Single,6
52244,Male,1,Married,4
52245,Male,1,Married,3
52246,Male,1,Married,2
52247,Male,1,Single,6
52248,Male,1,Married,2
52249,Male,1,Married,2
52250,Male,1,Single,7
52251,Female,1,Married,4
52252,Female,1,Married,1
52253,Male,3,Married,8
52254,Male,3,Married,1
52255,Female,1,Single,2
52256,Male,1,Married,2
52257,Male,3,Single,2
52258,Male,1,Single,2
52259,Female,3,Single,3
52260,Male,1,Married,2
52261,Female,1,Single,2
52262,Female,3,Married,3
52263,Female,3,Single,1
52264,Male,3,Married,5
52265,Male,1,Single,7
52266,Female,1,Married,5
52267,Male,1,Single,1
52268,Male,1,Married,2
52269,Male,2,Married,5
52270,Male,1,Married,1
52271,Female,1,Married,7
52272,Female,3,Single,4
52273,Female,1,Single,10
52274,Female,1,Married,2
52275,Male,1,Married,2
52276,Female,1,Single,1
52277,Female,1,Single,8
52278,Female,1,Married,4
52279,Male,1,Single,3
52280,Female,1,Single,2
52281,Male,3,Married,2
52282,Female,1,Single,4
52283,Female,1,Married,7
52284,Male,1,Married,2
52285,Male,1,Married,2
52286,Male,1,Single,1
52287,Female,1,Married,1
52288,Female,1,Married,4
52289,Female,2,Single,7
52290,Female,1,Married,1
52291,Female,1,Married,5
52292,Male,3,Single,3
52293,Male,3,Single,10
52294,Female,1,Married,2
52295,Male,1,Single,1
52296,Female,3,Married,2
52297,Male,3,Single,2
52298,Female,3,Single,2
52299,Male,1,Married,5
52300,Male,1,Married,1
52301,Female,1,Married,5
52302,Male,2,Single,7
52303,Male,1,Married,10
52304,Male,1,Married,1
52305,Male,1,Single,2
52306,Female,3,Married,1
52307,Male,1,Single,2
52308,Male,2,Married,2
52309,Female,3,Married,4
52310,Female,3,Single,2
52311,Male,1,Married,4
52312,Female,1,Married,8
52313,Male,1,Married,4
52314,Female,3,Married,3
52315,Male,1,Single,2
52316,Female,3,Married,9
52317,Female,1,Single,4
52318,Female,1,Single,2
52319,Female,1,Married,1
52320,Male,3,Single,4
52321,Male,3,Single,7
52322,Male,1,Married,5
52323,Female,1,Married,2
52324,Female,1,Married,6
52325,Male,1,Married,5
52326,Female,3,Single,8
52327,Female,3,Married,1
52328,Male,1,Married,2
52329,Female,1,Single,2
52330,Male,3,Married,2
52331,Male,1,Married,2
52332,Male,3,Married,4
52333,Male,3,Married,3
52334,Female,1,Married,4
52335,Male,1,Married,8
52336,Male,3,Married,7
52337,Male,3,Married,1
52338,Male,1,Married,4
52339,Male,3,Married,3
52340,Female,1,Married,3
52341,Female,1,Single,2
52342,Female,3,Married,2
52343,Female,1,Single,2
52344,Male,1,Single,1
52345,Female,2,Married,1
52346,Female,1,Married,10
52347,Female,1,Single,5
52348,Male,1,Single,3
52349,Male,1,Married,5
52350,Male,1,Single,1
52351,Male,2,Single,2
52352,Male,1,Single,4
52353,Female,1,Single,1
52354,Female,1,Single,7
52355,Female,1,Married,4
52356,Male,1,Married,3
52357,Female,3,Single,4
52358,Female,3,Single,2
52359,Female,3,Married,8
52360,Female,1,Single,4
52361,Male,1,Married,6
52362,Female,1,Single,2
52363,Male,1,Married,1
52364,Male,1,Single,2
52365,Female,3,Married,5
52366,Male,1,Married,8
52367,Male,3,Married,4
52368,Male,1,Single,1
52369,Female,1,Married,3
52370,Female,1,Married,4
52371,Female,3,Married,2
52372,Male,3,Married,5
52373,Female,1,Married,6
52374,Male,1,Married,3
52375,Male,1,Married,4
52376,Male,3,Married,2
52377,Male,3,Married,5
52378,Female,1,Single,3
52379,Female,1,Single,2
52380,Male,1,Married,3
52381,Female,2,Single,10
52382,Male,1,Married,7
52383,Male,1,Married,5
52384,Male,3,Married,5
52385,Female,2,Married,2
52386,Male,1,Married,3
52387,Male,3,Single,1
52388,Male,1,Single,4
52389,Male,1,Single,5
52390,Male,1,Married,3
52391,Male,1,Married,3
52392,Male,1,Single,2
52393,Male,3,Married,1
52394,Male,3,Single,4
52395,Male,3,Married,9
52396,Female,1,Single,2
52397,Female,3,Married,8
52398,Male,1,Married,2
52399,Male,1,Married,1
52400,Male,1,Married,4
52401,Male,1,Married,8
52402,Male,3,Married,4
52403,Female,3,Single,6
52404,Female,3,Single,1
52405,Male,3,Married,2
52406,Male,1,Single,3
52407,Female,3,Married,2
52408,Male,1,Single,6
52409,Male,3,Married,2
52410,Male,2,Married,1
52411,Male,1,Married,1
52412,Female,1,Married,9
52413,Female,3,Married,4
52414,Male,1,Single,8
52415,Male,1,Married,2
52416,Male,3,Single,1
52417,Female,1,Married,5
52418,Female,1,Married,1
52419,Male,1,Married,2
52420,Male,1,Single,3
52421,Male,1,Single,3
52422,Female,1,Married,4
52423,Male,1,Single,7
52424,Male,1,Married,4
52425,Female,1,Single,5
52426,Female,3,Married,9
52427,Female,1,Single,2
52428,Male,1,Single,1
52429,Male,1,Single,4
52430,Male,3,Married,2
52431,Female,1,Single,2
52432,Male,1,Single,2
52433,Male,3,Married,1
52434,Male,1,Married,5
52435,Male,1,Married,2
52436,Female,1,Married,4
52437,Male,1,Single,2
52438,Male,1,Married,5
52439,Male,1,Married,3
52440,Male,3,Married,1
52441,Male,1,Married,2
52442,Male,2,Single,2
52443,Male,1,Married,1
52444,Male,1,Married,4
52445,Male,1,Married,2
52446,Female,3,Married,1
52447,Female,1,Married,4
52448,Male,3,Single,4
52449,Female,3,Married,9
52450,Male,1,Married,7
52451,Male,3,Married,3
52452,Male,3,Married,2
52453,Male,2,Married,4
52454,Male,1,Single,2
52455,Male,3,Married,4
52456,Female,1,Married,2
52457,Female,1,Married,1
52458,Male,1,Married,5
52459,Male,1,Married,5
52460,Female,1,Married,9
52461,Male,1,Single,2
52462,Male,3,Married,2
52463,Male,1,Married,10
52464,Female,1,Married,2
52465,Male,3,Married,1
52466,Female,3,Single,3
52467,Female,3,Single,7
52468,Male,1,Single,2
52469,Female,1,Single,4
52470,Male,3,Married,3
52471,Male,1,Married,2
52472,Male,3,Married,5
52473,Male,1,Married,3
52474,Male,1,Married,4
52475,Male,1,Single,9
52476,Male,1,Married,2
52477,Male,1,Married,2
52478,Female,3,Married,2
52479,Male,1,Married,6
52480,Male,1,Married,2
52481,Male,3,Single,2
52482,Male,1,Married,2
52483,Female,1,Married,2
52484,Male,1,Married,3
52485,Female,1,Married,4
52486,Female,1,Married,1
52487,Male,1,Married,2
52488,Female,1,Single,2
52489,Male,3,Married,2
52490,Male,3,Single,8
52491,Female,1,Married,10
52492,Male,1,Married,2
52493,Female,1,Married,2
52494,Male,1,Married,3
52495,Male,1,Married,2
52496,Male,1,Married,2
52497,Female,1,Married,1
52498,Male,1,Single,2
52499,Female,3,Single,2
52500,Female,2,Married,4
52501,Male,1,Married,1
52502,Female,1,Married,2
52503,Female,1,Married,2
52504,Male,1,Married,4
52505,Female,1,Single,1
52506,Female,1,Married,2
52507,Female,1,Married,4
52508,Male,3,Married,10
52509,Female,1,Married,2
52510,Female,1,Single,7
52511,Male,2,Married,5
52512,Male,1,Married,3
52513,Male,3,Married,7
52514,Female,1,Single,2
52515,Female,1,Married,8
52516,Male,1,Single,3
52517,Male,1,Single,4
52518,Male,3,Single,10
52519,Female,1,Married,5
52520,Male,1,Married,2
52521,Male,1,Married,5
52522,Female,1,Married,4
52523,Female,1,Married,6
52524,Female,3,Single,2
52525,Female,1,Married,2
52526,Male,1,Single,3
52527,Female,1,Married,3
52528,Female,1,Married,1
52529,Male,1,Married,7
52530,Female,1,Married,4
52531,Male,1,Married,2
52532,Male,3,Single,4
52533,Male,1,Married,8
52534,Male,3,Married,2
52535,Male,3,Married,2
52536,Male,1,Married,1
52537,Female,3,Married,2
52538,Female,1,Married,5
52539,Female,1,Single,2
52540,Female,3,Married,7
52541,Male,1,Single,5
52542,Male,3,Single,4
52543,Male,3,Single,2
52544,Female,3,Married,2
52545,Male,1,Married,7
52546,Female,2,Married,5
52547,Male,1,Single,2
52548,Female,1,Married,8
52549,Male,1,Married,4
52550,Female,3,Married,3
52551,Male,1,Single,2
52552,Male,1,Single,2
52553,Male,1,Married,6
52554,Male,1,Married,2
52555,Male,1,Married,4
52556,Male,1,Married,2
52557,Male,3,Married,2
52558,Female,1,Married,2
52559,Male,3,Married,2
52560,Female,1,Married,2
52561,Male,1,Single,1
52562,Male,3,Married,2
52563,Male,1,Married,2
52564,Male,3,Single,2
52565,Female,1,Married,10
52566,Female,3,Single,4
52567,Male,1,Married,4
52568,Male,2,Married,2
52569,Male,3,Married,8
52570,Male,1,Married,2
52571,Female,1,Single,2
52572,Male,1,Married,7
52573,Male,1,Married,2
52574,Male,2,Married,7
52575,Female,1,Married,3
52576,Male,1,Married,2
52577,Male,1,Single,7
52578,Male,1,Married,3
52579,Male,1,Married,2
52580,Male,3,Married,8
52581,Male,3,Married,5
52582,Male,3,Married,6
52583,Male,3,Single,7
52584,Female,1,Single,2
52585,Female,1,Single,3
52586,Male,1,Married,2
52587,Male,3,Married,4
52588,Male,3,Single,2
52589,Female,2,Married,5
52590,Female,1,Single,1
52591,Male,2,Married,1
52592,Female,2,Married,7
52593,Male,3,Married,2
52594,Female,1,Single,2
52595,Female,3,Single,2
52596,Male,1,Single,9
52597,Male,3,Married,3
52598,Male,1,Married,1
52599,Female,3,Single,9
52600,Female,3,Single,4
52601,Female,3,Single,3
52602,Female,1,Married,5
52603,Male,3,Married,3
52604,Female,1,Married,2
52605,Male,1,Married,4
52606,Male,1,Single,3
52607,Male,1,Married,4
52608,Male,1,Married,10
52609,Male,1,Married,9
52610,Male,1,Married,9
52611,Male,1,Married,6
52612,Male,1,Married,2
52613,Male,3,Married,2
52614,Female,1,Married,5
52615,Male,2,Single,1
52616,Female,3,Single,6
52617,Male,3,Single,2
52618,Female,1,Married,2
52619,Female,1,Married,2
52620,Female,3,Married,2
52621,Female,1,Married,3
52622,Male,3,Married,2
52623,Male,1,Married,8
52624,Male,1,Married,8
52625,Male,1,Married,2
52626,Male,2,Married,3
52627,Male,3,Single,2
52628,Male,1,Married,7
52629,Male,1,Married,2
52630,Male,1,Single,8
52631,Male,3,Single,9
52632,Female,1,Married,5
52633,Male,1,Married,6
52634,Male,1,Married,3
52635,Male,2,Married,6
52636,Male,1,Married,5
52637,Male,1,Single,2
52638,Male,3,Married,3
52639,Male,1,Single,5
52640,Male,1,Single,4
52641,Female,3,Married,1
52642,Female,1,Single,10
52643,Female,2,Married,1
52644,Female,1,Married,5
52645,Female,1,Married,5
52646,Male,3,Married,2
52647,Male,3,Married,5
52648,Male,1,Married,1
52649,Female,1,Married,9
52650,Female,1,Married,3
52651,Female,1,Married,5
52652,Female,3,Married,3
52653,Female,1,Married,2
52654,Female,3,Married,3
52655,Male,3,Single,2
52656,Male,1,Married,3
52657,Female,1,Single,2
52658,Male,2,Married,1
52659,Male,2,Married,5
52660,Female,3,Married,5
52661,Female,1,Married,5
52662,Male,3,Married,2
52663,Female,1,Single,1
52664,Male,1,Married,2
52665,Male,3,Single,9
52666,Male,1,Married,4
52667,Female,1,Single,5
52668,Male,1,Married,4
52669,Male,2,Married,2
52670,Male,1,Married,9
52671,Male,1,Single,5
52672,Male,3,Single,8
52673,Female,3,Married,3
52674,Female,3,Married,2
52675,Male,2,Married,2
52676,Female,1,Married,8
52677,Male,1,Married,5
52678,Male,1,Single,2
52679,Female,3,Married,6
52680,Female,1,Married,1
52681,Male,1,Married,9
52682,Male,1,Married,9
52683,Female,3,Married,2
52684,Male,3,Single,2
52685,Male,1,Single,2
52686,Female,3,Married,2
52687,Male,1,Married,2
52688,Male,3,Married,3
52689,Male,1,Single,4
52690,Male,1,Married,6
52691,Female,1,Married,1
52692,Female,1,Married,1
52693,Male,2,Single,2
52694,Male,1,Married,3
52695,Female,1,Married,2
52696,Female,3,Single,1
52697,Female,1,Married,4
52698,Male,1,Married,3
52699,Male,1,Married,2
52700,Male,1,Single,2
52701,Male,3,Married,3
52702,Female,3,Married,6
52703,Male,1,Married,10
52704,Female,3,Married,3
52705,Female,3,Married,4
52706,Female,1,Married,9
52707,Male,1,Married,1
52708,Male,1,Single,5
52709,Male,3,Single,2
52710,Male,3,Married,2
52711,Male,3,Single,2
52712,Female,3,Married,7
52713,Male,1,Married,2
52714,Male,1,Married,2
52715,Female,3,Single,4
52716,Male,1,Married,9
52717,Female,3,Married,5
52718,Male,1,Married,2
52719,Female,1,Married,2
52720,Female,3,Married,5
52721,Female,1,Single,4
52722,Male,1,Married,3
52723,Male,1,Married,4
52724,Male,3,Married,4
52725,Female,2,Married,2
52726,Male,3,Married,1
52727,Male,1,Single,2
52728,Male,1,Married,2
52729,Male,1,Married,2
52730,Male,3,Single,2
52731,Male,3,Married,2
52732,Male,1,Single,1
52733,Male,1,Married,1
52734,Female,1,Married,6
52735,Male,1,Married,2
52736,Male,1,Married,6
52737,Male,3,Single,5
52738,Female,3,Married,2
52739,Male,3,Single,2
52740,Male,1,Single,9
52741,Male,3,Married,2
52742,Male,3,Single,7
52743,Female,1,Married,4
52744,Male,1,Married,2
52745,Male,1,Married,2
52746,Male,2,Married,1
52747,Male,2,Married,5
52748,Female,1,Married,2
52749,Male,3,Single,1
52750,Male,1,Single,2
52751,Female,1,Married,5
52752,Female,1,Single,7
52753,Male,1,Single,2
52754,Male,1,Single,2
52755,Female,1,Married,2
52756,Female,3,Married,4
52757,Female,2,Married,5
52758,Male,1,Married,2
52759,Male,1,Married,7
52760,Male,1,Single,3
52761,Male,1,Married,2
52762,Male,3,Married,1
52763,Male,3,Married,1
52764,Male,1,Married,3
52765,Male,1,Married,7
52766,Male,1,Married,4
52767,Female,1,Married,1
52768,Male,1,Married,8
52769,Male,1,Single,1
52770,Male,1,Single,2
52771,Female,1,Married,1
52772,Female,1,Single,2
52773,Male,1,Married,9
52774,Male,3,Married,1
52775,Male,1,Single,8
52776,Female,1,Married,4
52777,Female,3,Married,2
52778,Female,1,Married,2
52779,Female,3,Married,1
52780,Male,3,Married,3
52781,Male,1,Single,7
52782,Male,3,Single,2
52783,Male,1,Single,3
52784,Male,3,Married,2
52785,Female,3,Married,1
52786,Female,1,Married,8
52787,Male,1,Married,2
52788,Male,1,Married,10
52789,Male,1,Married,6
52790,Male,1,Married,9
52791,Female,1,Married,1
52792,Female,3,Married,2
52793,Male,3,Married,2
52794,Male,3,Married,3
52795,Male,1,Single,2
52796,Female,2,Single,2
52797,Female,3,Married,2
52798,Male,3,Married,8
52799,Female,3,Married,5
52800,Female,3,Single,9
52801,Male,1,Single,3
52802,Male,1,Married,2
52803,Female,1,Married,3
52804,Female,1,Married,2
52805,Male,1,Married,5
52806,Female,1,Single,2
52807,Male,3,Married,5
52808,Female,3,Married,1
52809,Male,1,Single,1
52810,Female,3,Single,1
52811,Male,1,Married,5
52812,Male,1,Married,5
52813,Male,1,Married,2
52814,Male,3,Married,3
52815,Male,1,Married,3
52816,Female,3,Single,10
52817,Male,1,Single,8
52818,Male,1,Single,7
52819,Male,3,Single,9
52820,Male,1,Single,4
52821,Female,1,Single,3
52822,Male,3,Divorced,5
52823,Male,1,Divorced,4
52824,Male,3,Divorced,3
52825,Male,1,Single,3
52826,Female,1,Divorced,3
52827,Male,1,Single,11
52828,Male,1,Single,3
52829,Male,1,Divorced,2
52830,Male,3,Single,3
52831,Male,2,Married,6
52832,Female,1,Single,3
52833,Male,3,Single,3
52834,Male,1,Single,3
52835,Female,1,Divorced,11
52836,Male,3,Divorced,6
52837,Female,1,Divorced,3
52838,Male,3,Single,3
52839,Female,3,Divorced,5
52840,Male,1,Single,4
52841,Female,1,Single,9
52842,Male,3,Divorced,3
52843,Male,3,Divorced,4
52844,Male,1,Married,10
52845,Female,3,Single,3
52846,Male,1,Divorced,3
52847,Male,1,Divorced,4
52848,Female,1,Divorced,6
52849,Male,3,Divorced,9
52850,Female,3,Divorced,8
52851,Male,1,Divorced,3
52852,Male,1,Married,8
52853,Male,1,Divorced,3
52854,Male,1,Married,5
52855,Male,1,Married,3
52856,Female,1,Single,5
52857,Male,1,Married,6
52858,Female,3,Divorced,4
52859,Female,3,Single,6
52860,Male,1,Single,5
52861,Male,1,Divorced,2
52862,Female,3,Single,2
52863,Male,1,Single,6
52864,Male,1,Married,3
52865,Female,3,Married,6
52866,Female,1,Married,6
52867,Male,1,Single,2
52868,Male,1,Single,3
52869,Female,3,Married,3
52870,Female,1,Single,3
52871,Female,1,Divorced,10
52872,Female,1,Single,4
52873,Female,3,Single,3
52874,Male,1,Divorced,4
52875,Female,1,Married,3
52876,Female,1,Divorced,3
52877,Female,1,Divorced,3
52878,Male,1,Single,10
52879,Male,1,Divorced,3
52880,Female,1,Single,5
52881,Male,1,Divorced,2
52882,Female,1,Single,3
52883,Male,1,Divorced,5
52884,Male,1,Married,6
52885,Male,1,Divorced,11
52886,Male,1,Divorced,3
52887,Female,1,Single,7
52888,Female,1,Married,4
52889,Male,1,Divorced,11
52890,Male,1,Divorced,5
52891,Male,1,Divorced,7
52892,Male,1,Married,3
52893,Male,1,Married,3
52894,Male,1,Divorced,10
52895,Male,1,Divorced,9
52896,Female,3,Divorced,3
52897,Male,1,Married,3
52898,Female,1,Single,3
52899,Male,1,Divorced,11
52900,Male,1,Married,9
52901,Male,3,Divorced,3
52902,Male,1,Single,3
52903,Female,3,Single,3
52904,Male,1,Divorced,7
52905,Female,1,Single,7
52906,Female,3,Single,5
52907,Female,3,Single,7
52908,Male,1,Single,2
52909,Female,3,Single,8
52910,Female,3,Divorced,4
52911,Male,1,Single,10
52912,Female,1,Divorced,8
52913,Male,1,Married,3
52914,Male,3,Married,2
52915,Male,1,Divorced,2
52916,Male,1,Divorced,5
52917,Male,3,Married,6
52918,Female,3,Divorced,3
52919,Female,3,Single,3
52920,Male,1,Single,3
52921,Female,1,Single,9
52922,Male,1,Divorced,3
52923,Male,2,Divorced,10
52924,Female,3,Married,5
52925,Male,1,Divorced,7
52926,Female,3,Divorced,7
52927,Female,1,Divorced,9
52928,Male,3,Single,3
52929,Female,3,Divorced,4
52930,Male,1,Single,2
52931,Female,1,Married,9
52932,Male,3,Divorced,2
52933,Male,1,Married,4
52934,Male,1,Married,3
52935,Male,1,Divorced,2
52936,Male,1,Married,11
52937,Female,1,Divorced,3
52938,Male,1,Divorced,8
52939,Female,1,Divorced,4
52940,Male,1,Divorced,6
52941,Male,1,Married,8
52942,Female,1,Single,2
52943,Male,1,Single,3
52944,Female,1,Single,5
52945,Male,3,Married,4
52946,Female,1,Divorced,2
52947,Female,1,Married,2
52948,Male,1,Married,2
52949,Male,1,Divorced,3
52950,Male,1,Single,2
52951,Male,1,Divorced,3
52952,Male,3,Divorced,5
52953,Male,1,Single,6
52954,Female,3,Divorced,5
52955,Male,1,Single,4
52956,Male,3,Divorced,4
52957,Male,1,Divorced,2
52958,Male,1,Married,3
52959,Male,1,Divorced,2
52960,Male,1,Divorced,2
52961,Male,1,Single,2
52962,Male,1,Divorced,3
52963,Male,1,Divorced,3
52964,Male,3,Divorced,6
52965,Male,1,Single,3
52966,Female,1,Married,4
52967,Female,1,Married,9
52968,Female,3,Married,3
52969,Female,1,Married,3
52970,Male,1,Married,5
52971,Male,1,Divorced,5
52972,Male,3,Divorced,3
52973,Male,3,Single,3
52974,Male,1,Divorced,5
52975,Male,1,Divorced,3
52976,Female,1,Single,3
52977,Male,1,Married,5
52978,Male,1,Married,11
52979,Male,1,Married,4
52980,Female,1,Single,3
52981,Female,1,Single,11
52982,Male,1,Single,6
52983,Female,3,Married,3
52984,Male,3,Single,3
52985,Male,1,Divorced,3
52986,Female,3,Divorced,7
52987,Male,1,Single,3
52988,Male,3,Divorced,2
52989,Male,1,Divorced,6
52990,Male,1,Married,7
52991,Male,3,Single,3
52992,Female,3,Single,3
52993,Male,1,Single,2
52994,Male,3,Divorced,6
52995,Male,1,Married,2
52996,Female,1,Divorced,9
52997,Male,3,Divorced,3
52998,Female,1,Divorced,5
52999,Male,1,Married,4
53000,Male,1,Divorced,2
53001,Male,2,Divorced,5
53002,Male,1,Married,3
53003,Male,1,Married,2
53004,Female,1,Divorced,8
53005,Male,1,Divorced,3
53006,Female,1,Single,2
53007,Female,1,Single,9
53008,Male,1,Divorced,4
53009,Female,1,Single,3
53010,Female,3,Divorced,3
53011,Male,3,Single,3
53012,Male,3,Married,6
53013,Female,1,Single,9
53014,Male,1,Divorced,7
53015,Female,1,Divorced,3
53016,Female,1,Divorced,3
53017,Male,1,Divorced,3
53018,Female,3,Divorced,6
53019,Male,3,Single,5
53020,Male,1,Divorced,6
53021,Female,1,Married,3
53022,Male,3,Divorced,2
53023,Female,1,Single,5
53024,Female,1,Divorced,10
53025,Male,1,Divorced,11
53026,Male,3,Divorced,4
53027,Male,1,Divorced,3
53028,Male,1,Single,2
53029,Female,3,Married,3
53030,Female,3,Divorced,3
53031,Male,1,Married,9
53032,Male,1,Married,2
53033,Female,1,Single,3
53034,Female,3,Married,3
53035,Male,1,Single,2
53036,Male,1,Married,3
53037,Male,1,Single,8
53038,Male,3,Single,5
53039,Female,1,Single,4
53040,Male,3,Divorced,3
53041,Male,2,Married,2
53042,Female,1,Divorced,3
53043,Female,3,Divorced,5
53044,Male,1,Married,6
53045,Female,3,Divorced,9
53046,Male,3,Divorced,3
53047,Male,1,Single,5
53048,Female,3,Single,3
53049,Female,3,Single,6
53050,Male,3,Divorced,6
53051,Male,1,Divorced,4
53052,Female,1,Divorced,5
53053,Male,3,Single,3
53054,Female,3,Single,3
53055,Female,1,Divorced,8
53056,Female,1,Divorced,4
53057,Male,3,Single,3
53058,Male,1,Single,8
53059,Male,3,Divorced,4
53060,Male,1,Single,2
53061,Female,3,Single,3
53062,Male,1,Single,11
53063,Male,1,Single,11
53064,Male,1,Married,3
53065,Male,3,Single,3
53066,Male,1,Single,10
53067,Female,3,Divorced,6
53068,Female,1,Divorced,6
53069,Male,3,Single,10
53070,Female,1,Single,4
53071,Female,3,Married,3
53072,Male,3,Divorced,3
53073,Male,1,Single,2
53074,Female,1,Divorced,3
53075,Male,3,Divorced,3
53076,Male,1,Single,20
53077,Female,1,Married,3
53078,Female,3,Married,9
53079,Female,1,Married,5
53080,Male,1,Single,4
53081,Male,1,Married,3
53082,Female,1,Divorced,8
53083,Male,1,Divorced,6
53084,Female,3,Divorced,11
53085,Female,1,Divorced,3
53086,Male,1,Divorced,9
53087,Female,1,Married,6
53088,Female,3,Single,3
53089,Female,1,Divorced,5
53090,Male,1,Divorced,3
53091,Male,1,Married,3
53092,Female,3,Divorced,11
53093,Female,3,Single,2
53094,Male,3,Divorced,3
53095,Male,1,Married,3
53096,Male,1,Divorced,7
53097,Male,1,Divorced,4
53098,Male,1,Divorced,5
53099,Female,1,Divorced,4
53100,Female,1,Married,4
53101,Female,1,Single,4
53102,Female,1,Divorced,7
53103,Female,1,Married,4
53104,Female,1,Divorced,2
53105,Female,3,Single,3
53106,Female,3,Married,2
53107,Male,1,Divorced,3
53108,Female,3,Divorced,2
53109,Female,1,Married,3
53110,Male,1,Divorced,6
53111,Male,1,Divorced,3
53112,Female,1,Divorced,7
53113,Male,2,Single,3
53114,Female,3,Divorced,2
53115,Male,3,Married,5
53116,Male,1,Divorced,2
53117,Female,1,Single,2
53118,Female,3,Divorced,6
53119,Female,1,Married,7
53120,Male,1,Divorced,8
53121,Male,1,Single,2
53122,Female,1,Single,9
53123,Male,1,Married,5
53124,Female,3,Divorced,4
53125,Male,1,Married,3
53126,Male,1,Divorced,9
53127,Male,1,Married,9
53128,Male,3,Single,2
53129,Male,1,Divorced,6
53130,Male,1,Divorced,5
53131,Female,2,Married,11
53132,Male,1,Divorced,6
