CustomerID,OrderCount,OrderAmountHikeFromlastYear,CouponUsed,DaySinceLastOrder,CashbackAmount
51205,1.0,11.0,1.0,0.0,128.04
51206,6.0,,3.0,14.0,293.92
51207,12.0,,3.0,9.0,296.65
51208,1.0,24.0,1.0,0.0,124.38999999999999
51209,1.0,21.0,0.0,7.0,173.14
51210,7.0,19.0,7.0,3.0,147.74
51211,2.0,14.0,1.0,2.0,139.02
51212,1.0,20.0,0.0,4.0,126.62
51213,1.0,19.0,1.0,0.0,128.56
51214,1.0,13.0,0.0,0.0,110.81
51215,1.0,23.0,1.0,0.0,124.72
51216,1.0,13.0,1.0,7.0,156.73
51217,1.0,11.0,0.0,2.0,141.97
51218,1.0,13.0,0.0,0.0,197.13
51219,1.0,14.0,0.0,2.0,120.62
51220,1.0,22.0,0.0,4.0,142.84
51221,1.0,11.0,1.0,2.0,147.88
51222,3.0,13.0,0.0,8.0,159.06
51223,1.0,21.0,1.0,8.0,138.86
51224,11.0,11.0,,16.0,268.23
51225,1.0,13.0,0.0,0.0,129.33
51226,1.0,14.0,0.0,7.0,165.0
51227,4.0,11.0,,7.0,271.74
51228,2.0,15.0,2.0,2.0,150.33
51229,3.0,23.0,3.0,0.0,123.07
51230,1.0,16.0,0.0,0.0,125.87
51231,1.0,16.0,1.0,3.0,155.07
51232,1.0,21.0,1.0,4.0,143.93
51233,,13.0,3.0,7.0,233.48000000000002
51234,1.0,11.0,0.0,4.0,165.83
51235,1.0,12.0,0.0,1.0,181.03
51236,2.0,12.0,2.0,2.0,139.78
51237,7.0,18.0,2.0,7.0,125.44
51238,1.0,12.0,1.0,3.0,153.99
51239,1.0,14.0,0.0,9.0,154.87
51240,1.0,12.0,0.0,7.0,168.34
51241,1.0,17.0,1.0,0.0,110.91
51242,1.0,19.0,0.0,2.0,157.36
51243,1.0,11.0,1.0,2.0,122.25999999999999
51244,6.0,15.0,3.0,11.0,157.47
51245,2.0,11.0,2.0,2.0,198.54
51246,1.0,18.0,0.0,7.0,154.67
51247,1.0,16.0,0.0,0.0,153.8
51248,7.0,25.0,4.0,9.0,151.51
51249,1.0,16.0,1.0,7.0,121.33000000000001
51250,1.0,13.0,,0.0,278.75
51251,1.0,14.0,0.0,3.0,124.32
51252,1.0,19.0,1.0,3.0,147.71
51253,4.0,15.0,,3.0,291.61
51254,1.0,12.0,0.0,0.0,150.87
51255,1.0,12.0,1.0,0.0,128.63
51256,1.0,16.0,0.0,4.0,0.0
51257,1.0,14.0,0.0,4.0,121.44
51258,2.0,13.0,0.0,3.0,130.65
51259,1.0,22.0,1.0,2.0,128.1
51260,2.0,21.0,1.0,1.0,198.88
51261,1.0,18.0,1.0,1.0,186.28
51262,7.0,13.0,3.0,6.0,128.67
51263,1.0,12.0,1.0,2.0,153.73
51264,1.0,18.0,0.0,2.0,166.67
51265,8.0,21.0,1.0,7.0,150.03
51266,1.0,12.0,0.0,3.0,123.66999999999999
51267,1.0,14.0,0.0,0.0,128.58
51268,1.0,11.0,1.0,9.0,152.04
51269,1.0,14.0,0.0,7.0,141.05
51270,1.0,24.0,0.0,0.0,196.79
51271,1.0,11.0,0.0,8.0,156.17
51272,2.0,13.0,2.0,2.0,204.48
51273,2.0,11.0,0.0,3.0,128.97
51274,2.0,20.0,2.0,8.0,159.68
51275,1.0,17.0,1.0,9.0,175.1
51276,1.0,11.0,1.0,2.0,129.91
51277,1.0,,1.0,4.0,296.36
51278,1.0,11.0,1.0,0.0,111.28999999999999
51279,,12.0,4.0,10.0,233.41000000000003
51280,3.0,12.0,2.0,7.0,143.32
51281,4.0,20.0,3.0,,210.31
51282,1.0,19.0,0.0,4.0,144.4
51283,1.0,12.0,1.0,2.0,146.17
51284,1.0,13.0,1.0,4.0,126.47
51285,9.0,11.0,2.0,4.0,163.23
51286,5.0,14.0,1.0,10.0,156.77
51287,1.0,14.0,0.0,2.0,121.87
51288,1.0,13.0,0.0,7.0,137.48
51289,1.0,19.0,0.0,2.0,139.77
51290,12.0,23.0,1.0,11.0,186.33
51291,1.0,12.0,0.0,0.0,120.08000000000001
51292,5.0,15.0,4.0,8.0,144.4
51293,1.0,19.0,1.0,2.0,130.67
51294,7.0,11.0,2.0,7.0,153.21
51295,1.0,17.0,0.0,2.0,154.1
51296,1.0,22.0,0.0,0.0,127.82
51297,5.0,18.0,0.0,,219.57
51298,2.0,11.0,0.0,2.0,126.6
51299,1.0,12.0,0.0,2.0,133.75
51300,1.0,19.0,0.0,8.0,150.98
51301,8.0,13.0,5.0,1.0,12.0
51302,4.0,13.0,3.0,1.0,128.37
51303,1.0,19.0,0.0,0.0,124.06
51304,2.0,14.0,0.0,2.0,122.69
51305,1.0,13.0,1.0,7.0,141.08
51306,,12.0,1.0,11.0,232.06
51307,5.0,19.0,3.0,7.0,204.22
51308,,25.0,0.0,8.0,237.44
51309,1.0,22.0,1.0,4.0,149.07
51310,1.0,15.0,1.0,0.0,134.82
51311,1.0,12.0,0.0,2.0,124.36000000000001
51312,1.0,11.0,1.0,2.0,123.80000000000001
51313,1.0,,0.0,3.0,294.31
51314,1.0,19.0,1.0,0.0,117.9
51315,3.0,19.0,3.0,4.0,176.44
51316,1.0,13.0,1.0,2.0,151.31
51317,1.0,21.0,0.0,9.0,163.06
51318,2.0,14.0,2.0,2.0,147.87
51319,4.0,11.0,,14.0,288.8
51320,9.0,11.0,6.0,8.0,123.38999999999999
51321,,23.0,1.0,10.0,235.7
51322,1.0,21.0,1.0,7.0,167.12
51323,11.0,24.0,4.0,11.0,154.06
51324,1.0,11.0,0.0,4.0,189.38
51325,1.0,14.0,1.0,2.0,124.38999999999999
51326,1.0,16.0,1.0,7.0,188.37
51327,1.0,11.0,0.0,9.0,153.43
51328,1.0,12.0,1.0,1.0,167.28
51329,1.0,13.0,1.0,0.0,166.52
51330,1.0,15.0,1.0,1.0,148.5
51331,2.0,14.0,0.0,2.0,128.09
51332,1.0,14.0,1.0,2.0,156.89
51333,1.0,14.0,1.0,2.0,120.00999999999999
51334,1.0,12.0,0.0,1.0,129.77
51335,1.0,13.0,1.0,3.0,140.25
51336,1.0,14.0,0.0,4.0,137.85
51337,2.0,13.0,0.0,0.0,208.54000000000002
51338,9.0,11.0,1.0,,220.31
51339,1.0,19.0,0.0,7.0,199.36
51340,1.0,18.0,0.0,0.0,129.66
51341,1.0,17.0,0.0,3.0,125.71000000000001
51342,1.0,15.0,1.0,7.0,199.91
51343,1.0,20.0,1.0,3.0,161.42
51344,1.0,14.0,1.0,8.0,153.9
51345,1.0,12.0,0.0,2.0,144.04
51346,1.0,11.0,0.0,5.0,159.93
51347,1.0,23.0,0.0,7.0,151.3
51348,1.0,15.0,0.0,0.0,120.9
51349,3.0,11.0,2.0,0.0,129.09
51350,2.0,12.0,1.0,2.0,134.68
51351,3.0,13.0,1.0,6.0,130.68
51352,1.0,20.0,0.0,0.0,126.69999999999999
51353,1.0,22.0,1.0,0.0,126.93
51354,1.0,21.0,1.0,8.0,195.26
51355,7.0,13.0,0.0,7.0,152.37
51356,1.0,13.0,1.0,3.0,124.25999999999999
51357,1.0,12.0,1.0,8.0,141.93
51358,4.0,17.0,3.0,3.0,129.11
51359,1.0,11.0,0.0,2.0,126.61000000000001
51360,1.0,14.0,0.0,3.0,120.28
51361,8.0,11.0,6.0,8.0,199.8
51362,1.0,12.0,1.0,5.0,132.98
51363,1.0,13.0,0.0,0.0,129.35
51364,,16.0,0.0,7.0,254.26999999999998
51365,1.0,11.0,0.0,2.0,139.44
51366,1.0,18.0,0.0,3.0,140.11
51367,1.0,23.0,0.0,3.0,134.07
51368,2.0,11.0,0.0,,219.94
51369,1.0,14.0,1.0,0.0,112.32
51370,1.0,11.0,0.0,3.0,129.6
51371,4.0,11.0,,8.0,290.94
51372,6.0,22.0,0.0,7.0,139.19
51373,4.0,11.0,2.0,2.0,168.25
51374,5.0,14.0,0.0,17.0,202.48
51375,2.0,12.0,,1.0,289.47
51376,1.0,11.0,0.0,0.0,124.96000000000001
51377,1.0,13.0,0.0,3.0,164.65
51378,1.0,13.0,0.0,8.0,122.06
51379,1.0,14.0,0.0,0.0,120.86000000000001
51380,2.0,16.0,0.0,0.0,122.93
51381,1.0,12.0,1.0,4.0,126.44999999999999
51382,1.0,14.0,1.0,2.0,126.83000000000001
51383,2.0,13.0,2.0,2.0,120.13999999999999
51384,1.0,14.0,1.0,0.0,134.19
51385,1.0,19.0,0.0,3.0,153.76
51386,1.0,12.0,1.0,0.0,119.50999999999999
51387,1.0,13.0,1.0,0.0,123.41
51388,1.0,12.0,0.0,1.0,122.93
51389,1.0,15.0,1.0,7.0,187.26
51390,3.0,23.0,1.0,7.0,140.11
51391,15.0,,1.0,8.0,295.45
51392,8.0,20.0,0.0,7.0,145.68
51393,1.0,21.0,0.0,0.0,130.22
51394,1.0,21.0,1.0,8.0,157.72
51395,1.0,19.0,1.0,1.0,122.69
51396,1.0,13.0,0.0,0.0,153.81
51397,2.0,13.0,0.0,2.0,134.41
51398,1.0,21.0,1.0,3.0,154.54
51399,2.0,13.0,1.0,3.0,198.84
51400,1.0,19.0,0.0,0.0,141.57
51401,,12.0,3.0,12.0,234.57999999999998
51402,1.0,22.0,0.0,8.0,190.69
51403,2.0,15.0,0.0,2.0,140.14
51404,1.0,22.0,0.0,7.0,159.15
51405,1.0,18.0,0.0,7.0,159.93
51406,7.0,22.0,5.0,8.0,161.62
51407,9.0,11.0,6.0,9.0,124.06
51408,13.0,12.0,,8.0,287.4
51409,7.0,11.0,6.0,9.0,176.37
51410,12.0,13.0,7.0,8.0,200.96
51411,,14.0,1.0,2.0,247.56
51412,1.0,13.0,1.0,3.0,164.99
51413,1.0,17.0,0.0,0.0,197.24
51414,1.0,13.0,0.0,2.0,121.94
51415,1.0,17.0,1.0,0.0,133.88
51416,1.0,11.0,1.0,3.0,154.73
51417,1.0,23.0,1.0,4.0,127.03
51418,1.0,17.0,1.0,0.0,125.00999999999999
51419,1.0,17.0,1.0,9.0,162.2
51420,1.0,12.0,0.0,0.0,130.38
51421,1.0,23.0,1.0,8.0,144.24
51422,2.0,14.0,1.0,8.0,143.12
51423,,14.0,1.0,0.0,232.45
51424,,13.0,0.0,2.0,236.64
51425,1.0,22.0,1.0,2.0,150.21
51426,3.0,12.0,1.0,0.0,151.26
51427,1.0,18.0,1.0,4.0,128.59
51428,1.0,14.0,0.0,0.0,202.39
51429,1.0,12.0,0.0,9.0,153.29
51430,1.0,15.0,1.0,3.0,143.25
51431,1.0,11.0,0.0,2.0,172.6
51432,1.0,13.0,1.0,0.0,123.22
51433,1.0,23.0,1.0,3.0,120.75
51434,10.0,19.0,3.0,8.0,141.52
51435,4.0,16.0,3.0,7.0,196.19
51436,,22.0,5.0,11.0,235.02999999999997
51437,1.0,22.0,0.0,0.0,154.41
51438,2.0,12.0,2.0,7.0,152.09
51439,9.0,13.0,4.0,5.0,206.73000000000002
51440,5.0,16.0,5.0,7.0,150.1
51441,,12.0,0.0,3.0,235.49
51442,1.0,21.0,0.0,2.0,149.99
51443,1.0,15.0,0.0,4.0,142.21
51444,,13.0,0.0,8.0,238.72000000000003
51445,1.0,12.0,0.0,2.0,120.41999999999999
51446,1.0,22.0,0.0,2.0,120.72999999999999
51447,1.0,13.0,0.0,0.0,129.56
51448,1.0,18.0,0.0,0.0,129.26
51449,2.0,14.0,0.0,10.0,148.09
51450,1.0,14.0,1.0,0.0,151.63
51451,2.0,21.0,,2.0,288.44
51452,1.0,19.0,,7.0,281.72
51453,1.0,11.0,0.0,3.0,157.44
51454,2.0,11.0,0.0,1.0,128.89
51455,1.0,15.0,1.0,0.0,128.71
51456,12.0,20.0,4.0,8.0,174.84
51457,1.0,24.0,1.0,6.0,160.74
51458,4.0,12.0,,4.0,273.28
51459,1.0,12.0,0.0,2.0,127.74000000000001
51460,1.0,15.0,1.0,0.0,145.05
51461,1.0,12.0,0.0,3.0,174.28
51462,5.0,12.0,2.0,,216.31
51463,2.0,14.0,0.0,8.0,197.38
51464,1.0,22.0,0.0,0.0,128.35
51465,4.0,12.0,,12.0,269.59
51466,1.0,25.0,0.0,9.0,126.13
51467,1.0,13.0,0.0,7.0,161.46
51468,4.0,18.0,3.0,3.0,149.63
51469,15.0,,8.0,15.0,295.37
51470,7.0,18.0,0.0,7.0,161.72
51471,4.0,19.0,2.0,3.0,123.68
51472,15.0,12.0,7.0,6.0,203.12
51473,1.0,19.0,1.0,0.0,116.75
51474,2.0,14.0,2.0,1.0,125.22999999999999
51475,5.0,14.0,5.0,11.0,165.67
51476,1.0,12.0,0.0,2.0,147.39
51477,2.0,11.0,1.0,1.0,192.08
51478,2.0,11.0,0.0,2.0,145.59
51479,1.0,13.0,0.0,7.0,181.89
51480,5.0,23.0,2.0,7.0,129.42
51481,1.0,20.0,0.0,1.0,149.41
51482,1.0,15.0,1.0,3.0,206.5
51483,5.0,14.0,5.0,9.0,159.02
51484,2.0,18.0,1.0,2.0,186.39
51485,4.0,19.0,4.0,7.0,163.47
51486,1.0,22.0,1.0,4.0,142.0
51487,1.0,13.0,1.0,3.0,134.52
51488,2.0,20.0,2.0,2.0,143.17
51489,1.0,14.0,1.0,4.0,126.32
51490,1.0,17.0,0.0,7.0,146.68
51491,2.0,14.0,0.0,30.0,132.04
51492,1.0,13.0,0.0,2.0,127.19999999999999
51493,7.0,13.0,,7.0,271.81
51494,1.0,21.0,0.0,4.0,122.38
51495,1.0,14.0,1.0,0.0,114.83000000000001
51496,2.0,11.0,0.0,13.0,156.05
51497,1.0,13.0,0.0,6.0,172.95
51498,4.0,20.0,0.0,5.0,123.06
51499,1.0,18.0,1.0,15.0,123.47999999999999
51500,3.0,14.0,2.0,7.0,189.98
51501,1.0,13.0,0.0,9.0,143.19
51502,1.0,17.0,1.0,0.0,161.32
51503,1.0,20.0,1.0,0.0,133.46
51504,2.0,11.0,1.0,11.0,208.55
51505,1.0,18.0,0.0,2.0,122.31
51506,2.0,24.0,2.0,2.0,123.22999999999999
51507,2.0,18.0,2.0,2.0,120.24000000000001
51508,1.0,11.0,0.0,2.0,127.13
51509,1.0,16.0,1.0,4.0,194.39
51510,1.0,15.0,0.0,1.0,125.66
51511,4.0,,0.0,4.0,299.26
51512,1.0,12.0,1.0,8.0,124.50999999999999
51513,7.0,12.0,1.0,4.0,194.19
51514,1.0,22.0,0.0,7.0,186.86
51515,1.0,20.0,0.0,4.0,130.38
51516,1.0,16.0,0.0,1.0,130.58
51517,1.0,21.0,1.0,0.0,123.25
51518,7.0,12.0,2.0,2.0,120.88
51519,6.0,11.0,5.0,10.0,130.72
51520,1.0,11.0,0.0,3.0,150.06
51521,2.0,18.0,2.0,2.0,142.57
51522,1.0,14.0,1.0,2.0,125.0
51523,1.0,22.0,1.0,0.0,111.02000000000001
51524,15.0,25.0,8.0,7.0,204.53
51525,2.0,12.0,1.0,1.0,122.88
51526,1.0,23.0,1.0,2.0,139.29
51527,1.0,15.0,0.0,2.0,123.11000000000001
51528,1.0,22.0,0.0,2.0,131.4
51529,1.0,15.0,1.0,2.0,136.9
51530,1.0,11.0,1.0,3.0,144.5
51531,1.0,13.0,1.0,6.0,127.56
51532,9.0,14.0,,9.0,290.33
51533,2.0,11.0,,15.0,287.22
51534,1.0,17.0,0.0,9.0,195.47
51535,,18.0,1.0,0.0,237.33999999999997
51536,11.0,,7.0,9.0,299.99
51537,1.0,16.0,0.0,3.0,122.78999999999999
51538,1.0,13.0,1.0,1.0,159.16
51539,2.0,14.0,1.0,2.0,120.88999999999999
51540,11.0,23.0,,8.0,267.92
51541,1.0,12.0,1.0,7.0,135.64
51542,1.0,11.0,0.0,2.0,144.25
51543,1.0,16.0,0.0,2.0,152.65
51544,1.0,14.0,1.0,0.0,165.53
51545,1.0,18.0,0.0,7.0,162.61
51546,2.0,19.0,2.0,0.0,142.98
51547,1.0,15.0,0.0,7.0,168.04
51548,2.0,17.0,2.0,0.0,138.15
51549,3.0,15.0,3.0,7.0,127.41
51550,1.0,19.0,1.0,0.0,166.73
51551,1.0,22.0,0.0,9.0,176.39
51552,2.0,16.0,2.0,2.0,123.28
51553,1.0,13.0,0.0,7.0,121.53
51554,1.0,14.0,0.0,2.0,148.76
51555,1.0,16.0,0.0,3.0,193.96
51556,9.0,11.0,6.0,8.0,204.0
51557,5.0,22.0,4.0,8.0,184.74
51558,1.0,14.0,1.0,7.0,199.81
51559,4.0,16.0,2.0,,224.89999999999998
51560,1.0,11.0,0.0,4.0,126.57
51561,,18.0,0.0,0.0,235.91000000000003
51562,1.0,15.0,1.0,1.0,166.96
51563,1.0,14.0,0.0,5.0,120.58000000000001
51564,12.0,12.0,5.0,8.0,188.65
51565,1.0,14.0,1.0,5.0,159.4
51566,3.0,16.0,2.0,7.0,159.14
51567,1.0,21.0,0.0,1.0,126.22
51568,1.0,14.0,1.0,,221.85000000000002
51569,5.0,12.0,1.0,13.0,206.08999999999997
51570,1.0,12.0,0.0,4.0,143.45
51571,1.0,17.0,0.0,0.0,121.77000000000001
51572,5.0,17.0,3.0,8.0,127.93
51573,4.0,14.0,4.0,1.0,179.18
51574,1.0,14.0,1.0,8.0,187.89
51575,1.0,13.0,0.0,1.0,123.88999999999999
51576,2.0,15.0,2.0,2.0,132.12
51577,11.0,,0.0,15.0,292.32
51578,2.0,17.0,0.0,2.0,122.66999999999999
51579,1.0,,1.0,6.0,295.17
51580,1.0,13.0,1.0,4.0,124.36000000000001
51581,,22.0,0.0,9.0,260.64
51582,1.0,20.0,1.0,7.0,127.07
51583,15.0,18.0,,12.0,290.68
51584,1.0,11.0,1.0,2.0,139.31
51585,1.0,14.0,0.0,2.0,137.3
51586,1.0,14.0,1.0,2.0,122.32
51587,2.0,18.0,2.0,2.0,144.65
51588,1.0,16.0,0.0,0.0,130.72
51589,4.0,17.0,2.0,7.0,133.19
51590,1.0,,1.0,7.0,292.02
51591,,12.0,2.0,2.0,236.75
51592,1.0,13.0,0.0,2.0,129.11
51593,5.0,13.0,0.0,9.0,159.57
51594,1.0,14.0,0.0,2.0,139.2
51595,1.0,17.0,1.0,2.0,164.34
51596,1.0,11.0,0.0,0.0,200.48
51597,11.0,25.0,6.0,,209.38
51598,1.0,19.0,1.0,5.0,123.4
51599,1.0,13.0,1.0,2.0,165.45
51600,1.0,14.0,1.0,2.0,169.31
51601,1.0,12.0,1.0,2.0,148.98
51602,7.0,11.0,7.0,8.0,125.93
51603,3.0,,3.0,9.0,294.36
51604,1.0,11.0,1.0,0.0,127.22999999999999
51605,1.0,11.0,0.0,4.0,134.79
51606,1.0,20.0,0.0,3.0,127.94
51607,7.0,18.0,1.0,5.0,152.49
51608,1.0,13.0,0.0,4.0,121.75999999999999
51609,7.0,12.0,,7.0,268.72
51610,1.0,11.0,0.0,0.0,134.85
51611,1.0,19.0,1.0,0.0,166.44
51612,7.0,21.0,0.0,8.0,155.82
51613,1.0,12.0,1.0,5.0,140.0
51614,,14.0,2.0,10.0,234.95999999999998
51615,10.0,11.0,1.0,11.0,132.1
51616,4.0,14.0,,13.0,290.45
51617,9.0,12.0,4.0,,218.49
51618,1.0,23.0,1.0,4.0,120.69999999999999
51619,1.0,14.0,1.0,1.0,165.02
51620,1.0,17.0,1.0,0.0,132.3
51621,,18.0,0.0,2.0,236.02999999999997
51622,6.0,18.0,5.0,,219.95999999999998
51623,7.0,24.0,4.0,7.0,156.05
51624,1.0,20.0,1.0,4.0,163.97
51625,1.0,14.0,,6.0,291.44
51626,1.0,16.0,,3.0,275.84
51627,11.0,25.0,6.0,6.0,149.07
51628,1.0,18.0,0.0,9.0,145.54
51629,1.0,19.0,0.0,8.0,154.15
51630,3.0,13.0,1.0,3.0,147.41
51631,5.0,12.0,1.0,7.0,121.15
51632,1.0,22.0,0.0,0.0,131.61
51633,1.0,14.0,0.0,2.0,157.45
51634,1.0,13.0,1.0,2.0,123.72999999999999
51635,1.0,21.0,1.0,2.0,133.1
51636,1.0,11.0,,2.0,286.65
51637,7.0,12.0,2.0,7.0,144.85
51638,2.0,11.0,0.0,2.0,127.88999999999999
51639,7.0,12.0,4.0,4.0,158.28
51640,1.0,12.0,0.0,2.0,123.25999999999999
51641,,14.0,3.0,8.0,235.25
51642,1.0,13.0,1.0,0.0,114.19999999999999
51643,6.0,15.0,3.0,9.0,180.2
51644,1.0,18.0,1.0,0.0,136.88
51645,1.0,18.0,0.0,2.0,154.82
51646,,19.0,1.0,4.0,260.15
51647,1.0,12.0,0.0,0.0,112.0
51648,1.0,19.0,0.0,7.0,156.61
51649,7.0,11.0,3.0,7.0,169.29
51650,3.0,17.0,1.0,7.0,196.13
51651,1.0,15.0,1.0,8.0,156.74
51652,4.0,14.0,3.0,8.0,154.84
51653,1.0,17.0,0.0,,220.61
51654,1.0,13.0,1.0,2.0,156.6
51655,1.0,12.0,1.0,3.0,148.21
51656,1.0,12.0,0.0,0.0,164.1
51657,9.0,18.0,2.0,11.0,152.1
51658,2.0,18.0,2.0,2.0,126.94999999999999
51659,8.0,11.0,7.0,,218.77999999999997
51660,11.0,14.0,,10.0,270.68
51661,1.0,19.0,0.0,7.0,124.55000000000001
51662,,12.0,0.0,7.0,239.64
51663,7.0,15.0,7.0,7.0,149.41
51664,1.0,12.0,0.0,2.0,124.78
51665,11.0,11.0,11.0,9.0,152.28
51666,1.0,11.0,0.0,4.0,144.78
51667,1.0,12.0,0.0,7.0,175.47
51668,1.0,16.0,0.0,7.0,150.55
51669,2.0,13.0,1.0,2.0,134.64
51670,1.0,13.0,1.0,9.0,157.75
51671,8.0,24.0,7.0,9.0,189.43
51672,13.0,,6.0,3.0,292.72
51673,1.0,18.0,1.0,0.0,152.38
51674,1.0,14.0,1.0,1.0,146.82
51675,1.0,11.0,,1.0,283.0
51676,1.0,11.0,1.0,0.0,152.57
51677,1.0,13.0,0.0,4.0,163.49
51678,1.0,12.0,0.0,3.0,148.69
51679,1.0,16.0,1.0,0.0,199.85
51680,9.0,14.0,8.0,8.0,136.97
51681,1.0,22.0,1.0,2.0,174.57
51682,1.0,11.0,0.0,7.0,121.19
51683,2.0,17.0,1.0,2.0,139.83
51684,1.0,13.0,1.0,2.0,161.18
51685,1.0,18.0,0.0,7.0,162.14
51686,1.0,16.0,1.0,4.0,163.47
51687,2.0,14.0,2.0,,215.10000000000002
51688,4.0,14.0,4.0,10.0,171.43
51689,1.0,14.0,1.0,7.0,182.68
51690,1.0,13.0,1.0,13.0,180.95
51691,1.0,12.0,0.0,2.0,129.04
51692,1.0,15.0,1.0,2.0,160.32
51693,1.0,19.0,0.0,0.0,129.76
51694,,14.0,0.0,0.0,259.92
51695,1.0,14.0,1.0,2.0,146.49
51696,1.0,11.0,1.0,0.0,126.96000000000001
51697,1.0,13.0,0.0,7.0,123.69999999999999
51698,1.0,21.0,0.0,,225.04000000000002
51699,6.0,13.0,6.0,7.0,159.74
51700,2.0,12.0,2.0,2.0,147.36
51701,7.0,17.0,0.0,7.0,152.96
51702,1.0,23.0,1.0,0.0,167.81
51703,1.0,11.0,1.0,2.0,121.74000000000001
51704,1.0,15.0,1.0,0.0,166.53
51705,1.0,11.0,0.0,12.0,196.99
51706,1.0,11.0,0.0,2.0,167.55
51707,1.0,13.0,0.0,7.0,122.13
51708,2.0,24.0,2.0,2.0,126.1
51709,1.0,13.0,0.0,0.0,128.51
51710,1.0,20.0,1.0,3.0,134.52
51711,1.0,14.0,1.0,0.0,152.58
51712,7.0,18.0,4.0,7.0,193.55
51713,1.0,15.0,1.0,3.0,204.96
51714,1.0,12.0,1.0,0.0,163.8
51715,2.0,16.0,2.0,2.0,126.57
51716,1.0,15.0,0.0,0.0,127.16
51717,1.0,16.0,0.0,2.0,122.00999999999999
51718,1.0,19.0,0.0,0.0,165.4
51719,1.0,11.0,0.0,4.0,138.16
51720,1.0,16.0,1.0,7.0,152.53
51721,1.0,24.0,1.0,,209.64999999999998
51722,1.0,11.0,1.0,7.0,149.36
51723,2.0,13.0,2.0,2.0,125.43
51724,1.0,13.0,0.0,4.0,153.04
51725,1.0,13.0,,2.0,266.59
51726,1.0,12.0,0.0,3.0,142.6
51727,1.0,18.0,1.0,0.0,124.75999999999999
51728,1.0,22.0,0.0,4.0,131.02
51729,1.0,13.0,1.0,2.0,122.44
51730,9.0,13.0,8.0,0.0,175.96
51731,1.0,23.0,1.0,0.0,122.85
51732,12.0,12.0,10.0,17.0,130.34
51733,1.0,12.0,0.0,3.0,157.15
51734,1.0,16.0,0.0,2.0,125.75999999999999
51735,1.0,12.0,0.0,1.0,141.97
51736,,11.0,3.0,9.0,243.36
51737,1.0,22.0,1.0,0.0,134.48
51738,1.0,,1.0,2.0,294.06
51739,1.0,15.0,0.0,2.0,165.38
51740,3.0,12.0,3.0,12.0,143.06
51741,1.0,20.0,1.0,2.0,122.58000000000001
51742,1.0,14.0,1.0,2.0,145.22
51743,1.0,11.0,0.0,3.0,144.87
51744,10.0,15.0,4.0,7.0,144.49
51745,3.0,12.0,3.0,2.0,122.18
51746,1.0,14.0,0.0,6.0,291.97
51747,,11.0,6.0,7.0,232.12
51748,4.0,11.0,3.0,4.0,165.77
51749,1.0,16.0,1.0,7.0,183.92
51750,1.0,12.0,0.0,8.0,145.58
51751,1.0,13.0,1.0,2.0,140.31
51752,1.0,14.0,1.0,4.0,179.69
51753,1.0,21.0,0.0,2.0,126.53999999999999
51754,1.0,13.0,,4.0,265.55
51755,1.0,11.0,1.0,2.0,145.56
51756,1.0,20.0,1.0,2.0,160.91
51757,11.0,,1.0,10.0,295.66
51758,1.0,14.0,1.0,8.0,148.1
51759,1.0,11.0,0.0,4.0,145.23
51760,1.0,16.0,0.0,4.0,132.02
51761,1.0,16.0,0.0,0.0,123.50999999999999
51762,1.0,23.0,1.0,0.0,117.02000000000001
51763,1.0,14.0,,12.0,280.41
51764,1.0,22.0,0.0,2.0,128.86
51765,1.0,15.0,1.0,4.0,120.97
51766,1.0,18.0,0.0,,219.35000000000002
51767,1.0,16.0,1.0,1.0,125.46000000000001
51768,1.0,12.0,0.0,0.0,125.63999999999999
51769,7.0,11.0,3.0,8.0,184.12
51770,,12.0,1.0,0.0,241.18
51771,15.0,15.0,,7.0,270.46
51772,6.0,14.0,1.0,7.0,125.63999999999999
51773,13.0,19.0,3.0,11.0,202.66
51774,1.0,13.0,0.0,4.0,150.7
51775,1.0,13.0,,1.0,278.61
51776,4.0,15.0,1.0,3.0,142.3
51777,1.0,11.0,0.0,0.0,137.8
51778,5.0,12.0,3.0,7.0,127.68
51779,1.0,19.0,0.0,2.0,190.71
51780,1.0,25.0,0.0,8.0,206.48000000000002
51781,,12.0,3.0,7.0,236.10000000000002
51782,1.0,13.0,0.0,3.0,134.08
51783,1.0,14.0,0.0,2.0,129.83
51784,1.0,12.0,0.0,0.0,176.32
51785,1.0,12.0,1.0,0.0,198.24
51786,1.0,15.0,1.0,2.0,199.5
51787,2.0,17.0,0.0,0.0,120.93
51788,9.0,14.0,8.0,7.0,199.8
51789,1.0,16.0,0.0,2.0,138.94
51790,6.0,14.0,6.0,7.0,140.51
51791,7.0,23.0,,8.0,268.35
51792,1.0,14.0,0.0,10.0,162.3
51793,6.0,11.0,0.0,9.0,147.17
51794,,15.0,4.0,13.0,232.37
51795,1.0,11.0,1.0,7.0,137.55
51796,1.0,13.0,1.0,5.0,165.82
51797,5.0,21.0,5.0,8.0,174.06
51798,3.0,19.0,3.0,7.0,148.05
51799,1.0,11.0,0.0,0.0,127.41
51800,1.0,12.0,1.0,2.0,142.62
51801,1.0,19.0,,5.0,261.84
51802,1.0,21.0,1.0,,215.57
51803,1.0,14.0,1.0,0.0,118.78
51804,1.0,15.0,0.0,,209.32
51805,1.0,17.0,0.0,7.0,168.11
51806,1.0,12.0,0.0,0.0,143.06
51807,1.0,16.0,1.0,3.0,148.59
